# time,x,y,theta
1.761389448150894642e+09,2.505809545516967773e+00,-1.592962294816970825e-01,-2.963701248168945312e+00
1.761389448171981096e+09,2.480926036834716797e+00,-1.687266081571578979e-01,-2.978728055953979492e+00
1.761389448191111088e+09,2.449066400527954102e+00,-1.774034351110458374e-01,-2.990212678909301758e+00
1.761389448211220503e+09,2.424607515335083008e+00,-1.812644600868225098e-01,-2.991816759109497070e+00
1.761389448231567383e+09,2.400862216949462891e+00,-1.951639503240585327e-01,-3.013547182083129883e+00
1.761389448251642704e+09,2.378025054931640625e+00,-2.107884138822555542e-01,-3.025482892990112305e+00
1.761389448271498919e+09,2.351717472076416016e+00,-2.192454487085342407e-01,-3.030895471572875977e+00
1.761389448292130947e+09,2.326531887054443359e+00,-2.156268358230590820e-01,-3.039412260055541992e+00
1.761389448311388731e+09,2.295288085937500000e+00,-2.172272801399230957e-01,-3.047343730926513672e+00
1.761389448331486940e+09,2.267314434051513672e+00,-2.206453084945678711e-01,-3.051008939743041992e+00
1.761389448350916147e+09,2.230319499969482422e+00,-2.228113710880279541e-01,-3.060136318206787109e+00
1.761389448371526480e+09,2.201772689819335938e+00,-2.270882576704025269e-01,-3.065425157546997070e+00
1.761389448390922070e+09,2.162897348403930664e+00,-2.324905991554260254e-01,-3.072285413742065430e+00
1.761389448411575079e+09,2.143407583236694336e+00,-2.368667721748352051e-01,-3.076943874359130859e+00
1.761389448430842161e+09,2.098220109939575195e+00,-2.350367158651351929e-01,-3.081180572509765625e+00
1.761389448451495886e+09,2.068989038467407227e+00,-2.340096533298492432e-01,-3.085955858230590820e+00
1.761389448471589804e+09,2.044601202011108398e+00,-2.368435263633728027e-01,-3.090707540512084961e+00
1.761389448491706133e+09,2.021888732910156250e+00,-2.355490773916244507e-01,-3.093571186065673828e+00
1.761389448510951757e+09,2.000670433044433594e+00,-2.324855774641036987e-01,-3.094986438751220703e+00
1.761389448531362772e+09,1.975584983825683594e+00,-2.306524813175201416e-01,-3.097287416458129883e+00
1.761389448550863266e+09,1.943058490753173828e+00,-2.317604571580886841e-01,-3.109699964523315430e+00
1.761389448571905613e+09,1.921587228775024414e+00,-2.419915050268173218e-01,-3.117572784423828125e+00
1.761389448590741634e+09,1.893487453460693359e+00,-2.487417757511138916e-01,-3.120997905731201172e+00
1.761389448611263275e+09,1.874856948852539062e+00,-2.523959279060363770e-01,-3.121502637863159180e+00
1.761389448631416082e+09,1.844953179359436035e+00,-2.501551806926727295e-01,-3.122593641281127930e+00
1.761389448652101994e+09,1.818562507629394531e+00,-2.514023780822753906e-01,-3.122894525527954102e+00
1.761389448671526194e+09,1.795847058296203613e+00,-2.524017095565795898e-01,-3.124596118927001953e+00
1.761389448692079544e+09,1.774645209312438965e+00,-2.202756404876708984e-01,-3.134187698364257812e+00
1.761389448710436106e+09,1.737803101539611816e+00,-2.093916088342666626e-01,3.140090942382812500e+00
1.761389448730862379e+09,1.715304970741271973e+00,-2.062174230813980103e-01,3.133462905883789062e+00
1.761389448750604153e+09,1.685343623161315918e+00,-2.071205526590347290e-01,3.126971006393432617e+00
1.761389448771348715e+09,1.658436655998229980e+00,-2.096431553363800049e-01,3.123097896575927734e+00
1.761389448790296316e+09,1.626484274864196777e+00,-2.128961086273193359e-01,3.121074914932250977e+00
1.761389448811138868e+09,1.606125235557556152e+00,-2.149787843227386475e-01,3.119378805160522461e+00
1.761389448831065893e+09,1.577818989753723145e+00,-2.142047137022018433e-01,3.120174169540405273e+00
1.761389448852044106e+09,1.548440814018249512e+00,-2.117086350917816162e-01,3.121444463729858398e+00
1.761389448870757818e+09,1.523988485336303711e+00,-2.110424339771270752e-01,3.121341705322265625e+00
1.761389448890971184e+09,1.485580563545227051e+00,-2.068151086568832397e-01,3.122735023498535156e+00
1.761389448911434889e+09,1.458836317062377930e+00,-2.058441489934921265e-01,3.124080419540405273e+00
1.761389448930680752e+09,1.440125942230224609e+00,-2.043866217136383057e-01,3.125083684921264648e+00
1.761389448950182438e+09,1.391477823257446289e+00,-2.037867009639739990e-01,3.141495943069458008e+00
1.761389448970998526e+09,1.360775947570800781e+00,-2.008198052644729614e-01,-3.133743047714233398e+00
1.761389448990316629e+09,1.335290074348449707e+00,-1.991219520568847656e-01,-3.130923032760620117e+00
1.761389449011247158e+09,1.311821460723876953e+00,-1.974930465221405029e-01,-3.129541158676147461e+00
1.761389449030367374e+09,1.279840350151062012e+00,-2.011612802743911743e-01,-3.128843784332275391e+00
1.761389449051938295e+09,1.242982506752014160e+00,-2.027396261692047119e-01,-3.128555536270141602e+00
1.761389449070942402e+09,1.213726520538330078e+00,-2.027020454406738281e-01,-3.128937005996704102e+00
1.761389449091716766e+09,1.182039618492126465e+00,-2.044206857681274414e-01,-3.128495216369628906e+00
1.761389449111083746e+09,1.143292307853698730e+00,-2.055926620960235596e-01,-3.129939317703247070e+00
1.761389449131431103e+09,1.113092899322509766e+00,-2.053534090518951416e-01,-3.130862951278686523e+00
1.761389449150896788e+09,1.085008263587951660e+00,-2.085669040679931641e-01,-3.131865978240966797e+00
1.761389449171686888e+09,1.050485610961914062e+00,-2.106488645076751709e-01,-3.133191108703613281e+00
1.761389449191131115e+09,1.028888106346130371e+00,-2.133062779903411865e-01,-3.134518146514892578e+00
1.761389449211270094e+09,1.001605033874511719e+00,-2.151760011911392212e-01,-3.135256290435791016e+00
1.761389449231337309e+09,9.706749320030212402e-01,-2.165150046348571777e-01,-3.136936902999877930e+00
1.761389449251624584e+09,9.439802765846252441e-01,-2.174616605043411255e-01,-3.139047861099243164e+00
1.761389449270721436e+09,9.227369427680969238e-01,-2.191449999809265137e-01,-3.140221118927001953e+00
1.761389449292138338e+09,8.892759680747985840e-01,-2.197953611612319946e-01,3.141294240951538086e+00
1.761389449311005354e+09,8.706311583518981934e-01,-2.209711223840713501e-01,3.139610767364501953e+00
1.761389449331107378e+09,8.454453945159912109e-01,-2.224937677383422852e-01,3.138645172119140625e+00
1.761389449351484776e+09,8.256041407585144043e-01,-2.207628786563873291e-01,3.137741804122924805e+00
1.761389449372332096e+09,8.026269674301147461e-01,-2.192213237285614014e-01,3.136976957321166992e+00
1.761389449391282797e+09,7.865065336227416992e-01,-2.182235717773437500e-01,3.136224985122680664e+00
1.761389449410743952e+09,7.571576833724975586e-01,-2.170498520135879517e-01,3.135434865951538086e+00
1.761389449430615664e+09,7.322330474853515625e-01,-2.128298282623291016e-01,3.133122205734252930e+00
1.761389449451022148e+09,7.113314867019653320e-01,-2.110550254583358765e-01,3.130035877227783203e+00
1.761389449470490694e+09,6.803159117698669434e-01,-2.124335169792175293e-01,3.127839803695678711e+00
1.761389449490654945e+09,6.539211273193359375e-01,-2.094169408082962036e-01,3.124110460281372070e+00
1.761389449510486364e+09,6.267714500427246094e-01,-2.099260985851287842e-01,3.120366811752319336e+00
1.761389449530830383e+09,6.068150997161865234e-01,-2.110633701086044312e-01,3.118238449096679688e+00
1.761389449550496817e+09,5.861402153968811035e-01,-2.122737616300582886e-01,3.115699529647827148e+00
1.761389449571274281e+09,5.631062984466552734e-01,-2.130050212144851685e-01,3.113576650619506836e+00
1.761389449590361834e+09,5.486071109771728516e-01,-2.130239158868789673e-01,3.112353086471557617e+00
1.761389449611257315e+09,5.294598937034606934e-01,-2.141908109188079834e-01,3.110385179519653320e+00
1.761389449630534172e+09,5.105274915695190430e-01,-2.128728926181793213e-01,3.109023332595825195e+00
